[abalanzarse]	{v}	"brood(icl>hang>occur,obj>thing)"	"HANG OVER, AS OF SOMETHING THREATENING, DARK, OR MENACING"	"THE TERRIBLE VISION BROODED OVER HER ALL DAY LONG"	{v}	0,auto;
[abalanzarse]	{v}	"hover(icl>hang>occur,cob>thing,obj>thing)"	"HANG OVER"	"THE DIRECTOR (OBJ) HOVERED HER TYPEWRITER (COB) WAITING FOR HER TO FINISH THE LETTER"	{v}	0,auto;
[abalanzarse]	{v}	"loom(icl>hang>occur,equ>brood,obj>thing)"	"HANG OVER, AS OF SOMETHING THREATENING, DARK, OR MENACING"	"THE TERRIBLE VISION BROODED OVER HER ALL DAY LONG"	{v}	0,auto;
[abandonar]	{v}	"abandon(icl>leave>do,agt>person,obj>person)"	"LEAVE SOMEONE WHO NEEDS OR LOVES YOU"	"THE MOTHER ABANDONED HER CHILDREN"	{v}	0,auto;
[abandonar]	{v}	"abandon(icl>leave>do,equ>vacate,agt>thing,obj>thing)"	"TO WITHDRAW FROM A PLACE, OFTEN IN THE FACE OF DANGER"	"WE ABANDONED THE SINKING SHIP"	{v}	0,auto;
[abandonar]	{v}	"bequeath(icl>give>do,agt>thing,obj>thing,gol>thing)"	"LEAVE OR GIVE BY WILL AFTER ONE'S DEATH"	"MY AUNT BEQUEATHED ME ALL HER JEWELRY"	{v}	0,auto;
[abandonar]	{v}	"break_away(icl>separate>occur,equ>break,obj>thing)"	"INTERRUPT A CONTINUED ACTIVITY"	"SHE HAD BROKEN WITH THE TRADITIONAL PATTERNS"	{v}	0,auto;
[abandonar]	{v}	"break(icl>interrupt>do,plt>thing,agt>person,obj>abstract_thing)"	"INTERRUPT A CONTINUED ACTIVITY OR TRADITION"	"SHE HAD BROKEN WITH THE TRADITIONAL PATTERNS"	{v}	0,auto;
[abandonar]	{v}	"defect(icl>flee>do,plf>thing,agt>volitional_thing)"	"DESERT (A CAUSE, A COUNTRY OR AN ARMY), OFTEN IN ORDER TO JOIN THE OPPOSING CAUSE, COUNTRY, OR ARMY"	"IF SOLDIERS DESERTED HITLER'S ARMY, THEY WERE SHOT"	{v}	0,auto;
[abandonar]	{v}	"depart(icl>change>do,equ>leave,agt>thing)"	"REMOVE ONESELF FROM AN ASSOCIATION WITH OR PARTICIPATION IN"	"SHE WANTS TO LEAVE"	{v}	0,auto;
[abandonar]	{v}	"desert(icl>flee>do,equ>defect,agt>thing)"	"DESERT (A CAUSE, A COUNTRY OR AN ARMY), OFTEN IN ORDER TO JOIN THE OPPOSING CAUSE, COUNTRY, OR ARMY"	"IF SOLDIERS DESERTED HITLER'S ARMY, THEY WERE SHOT"	{v}	0,auto;
[abandonar]	{v}	"desert(icl>leave>do,equ>abandon,agt>thing,obj>thing)"	"LEAVE SOMEONE WHO NEEDS OR COUNTS ON YOU"	"LEAVE IN THE LURCH"	{v}	0,auto;
[abandonar]	{v}	"desolate(icl>leave>do,equ>abandon,agt>thing,obj>thing)"	"LEAVE SOMEONE WHO NEEDS OR COUNTS ON YOU"	"LEAVE IN THE LURCH"	{v}	0,auto;
[abandonar]	{v}	"drop(icl>discontinue>do,agt>volitional_thing,obj>thing)"	"STOP PURSUING OR ACTING"	"DROP A LAWSUIT (OBJ)"	{v}	0,auto;
[abandonar]	{v}	"drop_out(icl>do,agt>volitional_thing,scn>thing)"	"GIVE UP IN THE FACE OF DEFEAT OF LACKING HOPE"	"ADMIT DEFEAT"	{v}	0,auto;
[abandonar]	{v}	"empty(icl>leave>do,equ>vacate,agt>thing,obj>thing)"	"LEAVE BEHIND EMPTY"	"MOVE OUT OF"	{v}	0,auto;
[abandonar]	{v}	"forsake(icl>leave>do,equ>abandon,agt>thing,obj>thing)"	"LEAVE SOMEONE WHO NEEDS OR COUNTS ON YOU"	"LEAVE IN THE LURCH"	{v}	0,auto;
[abandonar]	{v}	"jettison(icl>discard>do,agt>thing,obj>thing)"	"THROW AWAY, OF SOMETHING ENCUMBERING"	""	{v}	0,auto;
[abandonar]	{v}	"leave_behind(icl>do,equ>leave,agt>thing,obj>thing)"	"BE SURVIVED BY AFTER ONE'S DEATH"	"HE LEFT SIX CHILDREN"	{v}	0,auto;
[abandonar]	{v}	"leave(icl>bequeath>do,agt>person,obj>thing,rec>person)"	"GIVE BY WILL AFTER ONE'S DEATH"	"HE (AGT) LEFT HIS ESTATE (OBJ) TO HER"	{v}	0,auto;
[abandonar]	{v}	"leave(icl>change>do,agt>volitional_thing,obj>volitional_thing)"	"REMOVE ONESELF FROM AN ASSOCIATION WITH OR PARTICIPATION IN"	"SHE (AGT) LEAVES OUR GROUP (OBJ)"	{v}	0,auto;
[abandonar]	{v}	"quit(icl>do,equ>drop_out,agt>thing,obj>thing)"	"GIVE UP IN THE FACE OF DEFEAT OF LACKING HOPE"	"ADMIT DEFEAT"	{v}	0,auto;
[abandonar]	{v}	"vacate(icl>leave>do,agt>thing,obj>thing)"	"LEAVE BEHIND EMPTY"	"YOU MUST VACATE YOUR OFFICE BY TONIGHT"	{v}	0,auto;
[abandonar]	{v}	"will(icl>bequeath>do,agt>volitional_thing,obj>thing,rec>thing)"	"LEAVE AFTER ONE'S DEATH"	"HE WILLED HIS ENTIRE ESTATE (OBJ) TO HER (REC)"	{v}	0,auto;
[abandono]	{n}	"abandonment(icl>disposal>thing)"	"THE VOLUNTARY SURRENDER OF PROPERTY (OR A RIGHT TO PROPERTY) WITHOUT ATTEMPTING TO RECLAIM IT OR GIVE IT AWAY"	""	{n}	0,auto;
[abandono]	{n}	"abandonment(icl>rejection>thing)"	"THE ACT OF GIVING SOMETHING UP"	""	{n}	0,auto;
[abandono]	{n}	"abandonment(icl>withdrawal>thing,equ>desertion)"	"WITHDRAWING SUPPORT OR HELP DESPITE ALLEGIANCE OR RESPONSIBILITY"	"HIS ABANDONMENT OF HIS WIFE AND CHILDREN LEFT THEM PENNILESS"	{n}	0,auto;
[abandono]	{n}	"relinquishment(icl>termination>thing)"	"THE ACT OF GIVING UP AND ABANDONING A STRUGGLE OR TASK ETC."	""	{n}	0,auto;
[abandono]	{n}	"slovenliness(icl>uncleanliness>thing)"	"HABITUAL UNCLEANLINESS"	""	{n}	0,auto;
[abarrotar]	{v}	"cram(icl>stuff>do,equ>jam,plt>thing,agt>thing,obj>concrete_thing)"	"CROWD OR PACK TO CAPACITY"	"THE THEATER WAS JAMPACKED"	{v}	0,auto;
